mondo_id	property	value_old	value_new
MONDO:0009810	definition	Autosomal recessive distal osteolysis syndrome is an early-onset distal osteolysis characterized by severe resorption of the hands and feet and absence of the distal and middle phalanges. It has been described in a son and daughter born to consanguineous parents. Other manifestations include distal muscular hypertrophy, flexion contractures, short stature, mild intellectual deficit and characteristic facies (maxillary hypoplasia, exophthalmos, and a broad nasal tip). It is transmitted as an autosomal recessive trait.	Autosomal recessive distal osteolysis syndrome is an early-onset distal osteolysis characterised by severe resorption of the hands and feet and absence of the distal and middle phalanges. It has been described in a son and daughter born to consanguineous parents. Other manifestations include distal muscular hypertrophy, flexion contractures, short stature, mild intellectual deficit and characteristic facies (maxillary hypoplasia, exophthalmos, and a broad nasal tip). It is transmitted as an autosomal recessive trait.
MONDO:0009821	definition	Generalized osteosclerosis with periosteal bone formation, characteristic facial dysmorphism, brain abnormalities including intracerebral calcifications, and neonatal lethal course.	Lethal osteosclerotic bone dysplasia is defined by generalized osteosclerosis with periosteal bone formation, characteristic facial dysmorphism, brain abnormalities including intracerebral calcifications, and neonatal lethal course.
MONDO:0009835	definition	A chronic progressive encephalitis that develops a few years after measles infection and presents with a demyelination of the cerebral cortex.	Subacute sclerosing panencephalitis (SSPE) is a chronic progressive encephalitis that develops a few years after measles infection and presents with a demyelination of the cerebral cortex.
MONDO:0009842	definition	An autoinflammatory disease with defective neutrophil function caused by a homozygous Arg219His mutation in the transcription factor C/EBPε.	
MONDO:0009856	definition	An autosomal recessively inherited syndromic developmental defect of the eye characterized by a variable phenotype including Peters anomaly and other anterior chamber eye anomalies, short limbs, limb abnormalities (i.e. rhizomelia and brachydactyly), characteristic facial features (upper lip with cupid bow, short palpebral fissures), cleft lip/palate, and mild to severe developmental delay/intellectual disability. Other associated abnormalities reported in some patients include congenital heart defects (i.e. hypoplastic left heart, absence of right pulmonary vein, bicuspid pulmonary valve), genitourinary anomalies (hydronephrosis, renal hypoplasia, renal and ureteral duplication, multicystic dysplastic kidneys, glomerulocystic kidneys) and congenital hypothyroidism.	Peters plus syndrome is an autosomal recessively inherited syndromic developmental defect of the eye characterized by a variable phenotype including Peters anomaly and other anterior chamber eye anomalies, short limbs, limb abnormalities (i.e. rhizomelia and brachydactyly), characteristic facial features (upper lip with cupid bow, short palpebral fissures), cleft lip/palate, and mild to severe developmental delay/intellectual disability. Other associated abnormalities reported in some patients include congenital heart defects (i.e. hypoplastic left heart, absence of right pulmonary vein, bicuspid pulmonary valve), genitourinary anomalies (hydronephrosis, renal hypoplasia, renal and ureteral duplication, multicystic dysplastic kidneys, glomerulocystic kidneys) and congenital hypothyroidism.
MONDO:0018251	definition	OBSOLETE. A group of inborn errors of glycogen metabolism that is clinically and genetically heterogeneous. This group comprises GSD due to liver phosphorylase kinase (PhK) deficiency, GSD due to muscle PhK deficiency and GSD due to liver and muscle PhK deficiency.	Glycogen storage disease (GSD) due to phosphorylase kinase deficiency is a group of inborn errors of glycogen metabolism that is clinically and genetically heterogeneous. This group comprises GSD due to liver phosphorylase kinase (PhK) deficiency, GSD due to muscle PhK deficiency and GSD due to liver and muscle PhK deficiency.
MONDO:0009869	definition	Pierre-Robin syndrome (or Pierre-Robin sequence) is characterized by triad of orofacial morphological anomalies consisting of retrognathism, glossoptosis and a posterior median velopalatal cleft.	Pierre-Robin syndrome (or Pierre-Robin sequence) is characterised by triad of orofacial morphological anomalies consisting of retrognathism, glossoptosis and a posterior median velopalatal cleft.
MONDO:0009879	definition	Short stature due to growth hormone qualitative anomaly is characterized by growth retardation and short stature (despite the presence of normal or slightly elevated levels of immunoreactive growth hormone, GH), low concentrations of insulin-like growth factor-I (IGF-I) and a significant increase in growth rate following recombinant GH therapy. Prevalence is unknown but only a few cases have been reported in the literature. The syndrome is caused by various mutations in the GH1 gene (17q22-q24) that result in structural GH anomalies and a biologically inactive molecule. Transmission is autosomal recessive.	Short stature due to growth hormone qualitative anomaly is characterised by growth retardation and short stature (despite the presence of normal or slightly elevated levels of immunoreactive growth hormone, GH), low concentrations of insulin-like growth factor-I (IGF-I) and a significant increase in growth rate following recombinant GH therapy. Prevalence is unknown but only a few cases have been reported in the literature. The syndrome is caused by various mutations in the GH1 gene (17q22-q24) that result in structural GH anomalies and a biologically inactive molecule. Transmission is autosomal recessive.
MONDO:0009880	definition	Short stature-pituitary and cerebellar defects-small sella turcica syndrome is characterized by short stature, anterior pituitary hormone deficiency, small sella turcica, and a hypoplastic anterior hypophysis associated with pointed cerebellar tonsils. It has been described in three generations of a large French kindred. Ectopia of the posterior hypophysis was observed in some patients. The syndrome is transmitted as a dominantly inherited trait and is caused by a germline mutation within the LIM-homeobox transcription factor LHX4 gene (1q25).	Short stature-pituitary and cerebellar defects-small sella turcica syndrome is characterised by short stature, anterior pituitary hormone deficiency, small sella turcica, and a hypoplastic anterior hypophysis associated with pointed cerebellar tonsils. It has been described in three generations of a large French kindred. Ectopia of the posterior hypophysis was observed in some patients. The syndrome is transmitted as a dominantly inherited trait and is caused by a germline mutation within the LIM-homeobox transcription factor LHX4 gene (1q25).
MONDO:0009889	definition	An inherited disorder characterized by the development of cysts affecting the collecting ducts. It is frequently associated with hepatic involvement.	Autosomal recessive polycystic kidney disease (ARPKD) is an inherited disorder characterised by the development of cysts affecting the collecting ducts. It is frequently associated with hepatic involvement.
MONDO:0009901	definition	A rare, inherited, popliteal pterygium syndrome characterized by severe popliteal webbing, microcephaly, a typical face with short palpebral fissures, ankyloblepharon, hypoplastic nose, filiform bands between the jaws and facial clefts, oligosyndactyly, genital abnormalities, and additional ectodermal anomalies (i.e. absent hair, eyebrows, lashes, nails). It is often fatal in the neonatal period, but patients living until childhood have been reported.	Bartsocas-Papas syndrome is a rare, inherited, popliteal pterygium syndrome characterized by severe popliteal webbing, microcephaly, a typical face with short palpebral fissures, ankyloblepharon, hypoplastic nose, filiform bands between the jaws and facial clefts, oligosyndactyly, genital abnormalities, and additional ectodermal anomalies (i.e. absent hair, eyebrows, lashes, nails). It is often fatal in the neonatal period, but patients living until childhood have been reported.
MONDO:0009903	definition	Postaxial acrofacial dysostosis (POADS) is a type of acrofacial dysostosis characterized by mandibular and malar hypoplasia, small and cup-shaped ears, lower lid ectropion, and symmetrical postaxial limb deficiencies with absence of the fifth digital ray and ulnar hypoplasia.	Postaxial acrofacial dysostosis (POADS) is a type of acrofacial dysostosis characterised by mandibular and malar hypoplasia, small and cup-shaped ears, lower lid ectropion, and symmetrical postaxial limb deficiencies with absence of the fifth digital ray and ulnar hypoplasia.
MONDO:0009920	definition	Acro-oto-ocular syndrome is a very rare disorder associating pseudopapilledema (optic disk swelling not secondary to increased intracranial pressure), mixed hearing loss, facial dysmorphism and limb extremity anomalies.	Acro-oto-ocular syndrome is a very rare disorder associating pseudopapilledema (optic disc swelling not secondary to increased intracranial pressure), mixed hearing loss, facial dysmorphism and limb extremity anomalies.
MONDO:0015052	definition	OBSOLETE. Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies is a group of interstitial lung diseases (ILD) induced by genetic mutations disrupting surfactant function and gas exchange in the lung. The disorders caused by these mutations affect full-term infants and older children and exhibit considerable overlap in their clinical and histologic presentation.	Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies is a group of interstitial lung diseases (ILD) induced by genetic mutations disrupting surfactant function and gas exchange in the lung. The disorders caused by these mutations affect full-term infants and older children and exhibit considerable overlap in their clinical and histologic presentation.
MONDO:0009930	definition	OBSOLETE. Pulmonary arteriovenous malformation (PAVM) describes an anatomic communication between a pulmonary artery and a pulmonary vein leading to a right to left extracardiac shunt that can be asymptomatic or can lead to varying manifestations such as dyspnea, hemoptysis, and neurological symptoms.	Pulmonary arteriovenous malformation (PAVM) describes an anatomic communication between a pulmonary artery and a pulmonary vein leading to a right to left extracardiac shunt that can be asymptomatic or can lead to varying manifestations such as dyspnea, hemoptysis, and neurological symptoms.
MONDO:0018554	definition	A rare subgroup of pulmonary arterial hypertension (PAH) characterized by obliterative fibrosis of the small pulmonary veins and venules and/or capillary infiltration of the pulmonary interstitium leading to increased pulmonary vascular resistance and right ventricular dysfunction.	Pulmonary veno-occlusive disease and/or pulmonary capillary hemangiomatosis (PVOD and/or PCH) constitutes a rare subgroup of pulmonary arterial hypertension (PAH) characterized by obliterative fibrosis of the small pulmonary veins and venules and/or capillary infiltration of the pulmonary interstitium leading to increased pulmonary vascular resistance and right ventricular dysfunction.
MONDO:0009945	definition	A rare neurometabolic disease characterized by recurrent intractable seizures in the prenatal, neonatal and postnatal period that are resistant to anti-epileptic drugs (AEDs) but that are responsive to pharmacological dosages of pyridoxine (vitamin B6).	Pyridoxine-dependent epilepsy (PDE) is a rare neurometabolic disease characterized by recurrent intractable seizures in the prenatal, neonatal and postnatal period that are resistant to anti-epileptic drugs (AEDs) but that are responsive to pharmacological dosages of pyridoxine (vitamin B6).
MONDO:0019237	definition	An inherited metabolic disease that is has its basis in the disruption of pyridoxine metabolic process.	An acquired metabolic disease that is has its basis in the disruption of pyridoxine metabolic process.
MONDO:0009963	definition	Ulbright-Hodes syndrome is characterized by renal dysplasia, growth retardation, phocomelia or mesomelia, radiohumeral fusion, rib abnormalities, anomalies of the external genitalia and a potter-like facies. The syndrome has been described in three infants (one pair of sibs and an unrelated case), all of whom died shortly after birth from respiratory distress resulting from pulmonary hypoplasia and oligohydramnios caused by renal dysplasia. The mode of transmission appears to be autosomal recessive.	Ulbright-Hodes syndrome is characterised by renal dysplasia, growth retardation, phocomelia or mesomelia, radiohumeral fusion, rib abnormalities, anomalies of the external genitalia and a potter-like facies. The syndrome has been described in three infants (one pair of sibs and an unrelated case), all of whom died shortly after birth from respiratory distress resulting from pulmonary hypoplasia and oligohydramnios caused by renal dysplasia. The mode of transmission appears to be autosomal recessive.
MONDO:0009965	definition	Perlman syndrome is characterized principally by polyhydramnios, neonatal macrosomia, bilateral renal tumors (hamartomas with or without nephroblastomatosis), hypertrophy of the islets of Langerhans and facial dysmorphism.	Perlman syndrome is characterized principally by polyhydramnios, neonatal macrosomia, bilateral renal tumours (hamartomas with or without nephroblastomatosis), hypertrophy of the islets of Langerhans and facial dysmorphism.
MONDO:0015541	definition	An instance of hemophagocytic lymphohistiocytosis that is caused by an inherited genomic modification in an individual.	Genetic hemophagocytic lymphohistiocytosis.
MONDO:0009977	definition	OBSOLETE. Knobloch syndrome (KS) is defined by vitreoretinal and macular degeneration, and occipital encephalocele.	Knobloch syndrome (KS) is defined by vitreoretinal and macular degeneration, and occipital encephalocele.
MONDO:0020504	definition	An inborn error of metabolism characterized by abnormal urinary excretion of myoglobin due to acute destruction of skeletal muscle fibers.	Genetic recurrent myoglobinuria is an inborn error of metabolism characterized by abnormal urinary excretion of myoglobin due to acute destruction of skeletal muscle fibers.
MONDO:0010006	definition	Sandhoff disease is a lysosomal storage disorder from the GM2 gangliosidosis family and is characterized by central nervous system degeneration.	Sandhoff disease is a lysosomal storage disorder from the GM2 gangliosidosis family and is characterised by central nervous system degeneration.
MONDO:0010007	definition	Microbrachycephaly-ptosis-cleft lip syndrome is characterized by the association of intellectual deficit, microbrachycephaly, hypotelorism, palpebral ptosis, a thin/long face, cleft lip, and anomalies of the lumbar vertebra, sacrum and pelvis. It has been described in two Brazilian sisters. Transmission appears to be autosomal recessive.	Microbrachycephaly-ptosis-cleft lip syndrome is characterised by the association of intellectual deficit, microbrachycephaly, hypotelorism, palpebral ptosis, a thin/long face, cleft lip, and anomalies of the lumbar vertebra, sacrum and pelvis. It has been described in two Brazilian sisters. Transmission appears to be autosomal recessive.
MONDO:0018883	definition	A lipodystrophy characterized by the association of lipoatrophy, hypertriglyceridemia, hepatomegaly and acromegaloid features. BSCL belongs to the group of extreme insulin resistance syndromes, which also includes leprechaunism, Rabson-Mendenhall syndrome, acquired generalized lipodystrophy, and types A and B insulin resistance.	Berardinelli-Seip congenital lipodystrophy (BSCL) is characterized by the association of lipoatrophy, hypertriglyceridemia, hepatomegaly and acromegaloid features. BSCL belongs to the group of extreme insulin resistance syndromes, which also includes leprechaunism, Rabson-Mendenhall syndrome, acquired generalized lipodystrophy, and types A and B insulin resistance.
MONDO:0010038	definition	Growth delay due to IGF-I resistance is characterized by variable intrauterine and postnatal growth retardation and elevated serum IGF-I levels. Addition features include variable degrees of intellectual deficit, microcephaly and dysmorphism (broad nasal bridge and tip, smooth philtrum, thin upper and everted lower lips, short fingers, clinodactyly, wide-set nipples and pectus excavatum).	Growth delay due to IGF-I resistance is characterised by variable intrauterine and postnatal growth retardation and elevated serum IGF-I levels. Addition features include variable degrees of intellectual deficit, microcephaly and dysmorphism (broad nasal bridge and tip, smooth philtrum, thin upper and everted lower lips, short fingers, clinodactyly, wide-set nipples and pectus excavatum).
MONDO:0010041	definition	Autosomal recessive spastic ataxia of Charlevoix-Saguenay (ARSACS) is a neurodegenerative disorder characterized by early-onset cerebellar ataxia with spasticity, a pyramidal syndrome and peripheral neuropathy.	Autosomal recessive spastic ataxia of Charlevoix-Saguenay (ARSACS) is a neurodegenerative disorder characterised by early-onset cerebellar ataxia with spasticity, a pyramidal syndrome and peripheral neuropathy.
MONDO:0010045	definition	OBSOLETE. This syndrome is characterized by slowly progressive spastic paraplegia, skeletal anomalies of the hands and feet with brachydactyly type E, cone-shaped epiphyses, abnormal metaphyseal phalangeal pattern profile, sternal anomaly (pectus carinatum or excavatum), dysarthria, and mild intellectual deficit. It has been reported in five patients, among which there were two sets of identical twins. The significance of the relationship between the twinning process and the condition is not clear. The mode of inheritance is unknown but single-gene transmission seems likely.	This syndrome is characterized by slowly progressive spastic paraplegia, skeletal anomalies of the hands and feet with brachydactyly type E, cone-shaped epiphyses, abnormal metaphyseal phalangeal pattern profile, sternal anomaly (pectus carinatum or excavatum), dysarthria, and mild intellectual deficit. It has been reported in five patients, among which there were two sets of identical twins. The significance of the relationship between the twinning process and the condition is not clear. The mode of inheritance is unknown but single-gene transmission seems likely.
MONDO:0010064	definition	Mousa-AlDin-AlNassar syndrome is characterized by the presence of spastic ataxia in association with bilateral congenital cataract, corneal dystrophy, and nonaxial myopia.	Mousa-AlDin-AlNassar syndrome is characterised by the presence of spastic ataxia in association with bilateral congenital cataract, corneal dystrophy, and nonaxial myopia.
MONDO:0010069	definition	Spondylocostal dysostosis-anal and genitourinary malformations syndrome is characterized by the association of spondylocostal dysostosis with anal and genitourinary malformations (anal atresia and agenesis of external and internal genitalia). To date, only four cases have been described in the literature. Autosomal recessive inheritance has been suggested.	Spondylocostal dysostosis-anal and genitourinary malformations syndrome is characterised by the association of spondylocostal dysostosis with anal and genitourinary malformations (anal atresia and agenesis of external and internal genitalia). To date, only four cases have been described in the literature. Autosomal recessive inheritance has been suggested.
MONDO:0010076	definition	A spondyloepimetaphyseal dysplasia is characterized by disproportionate short-trunked short stature, pectus carinatum, short arms, short and broad hands, short metatarsals, flat and broad feet, coxa vara, genu valgum, osteoarthritis, arthrosis and moderate-to-serious gait impairment.	Spondyloepimetaphyseal dysplasia, Irapa type is characterized by disproportionate short-trunked short stature, pectus carinatum, short arms, short and broad hands, short metatarsals, flat and broad feet, coxa vara, genu valgum, osteoarthritis, arthrosis and moderate-to-serious gait impairment.
MONDO:0010077	definition	A rare, genetic primary bone dysplasia disorder characterized by disproportionate short stature with shortening of upper and lower limbs, short and broad fingers with short hands, narrowed chest with rib abnormalities and pectus excavatum, abnormal chondral calcifications (incl. larynx, trachea and costal cartilages) and facial dysmorphism (frontal bossing, hypertelorism, prominent eyes, short flat nose, wide nostrils, high-arched palate, long philtrum). Platyspondyly (esp. of cervical spine) and abnormal epiphyses and metaphyses are observed on radiography. Atlantoaxial instability causing spinal compression and recurrent respiratory disease are potential complications that may result lethal.	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome is a rare, genetic primary bone dysplasia disorder characterized by disproportionate short stature with shortening of upper and lower limbs, short and broad fingers with short hands, narrowed chest with rib abnormalities and pectus excavatum, abnormal chondral calcifications (incl. larynx, trachea and costal cartilages) and facial dysmorphism (frontal bossing, hypertelorism, prominent eyes, short flat nose, wide nostrils, high-arched palate, long philtrum). Platyspondyly (esp. of cervical spine) and abnormal epiphyses and metaphyses are observed on radiography. Atlantoaxial instability causing spinal compression and recurrent respiratory disease are potential complications that may result lethal.
MONDO:0010078	definition	A condition caused by by truncating mutations in the C-propeptide of COL2A1. Like other type II collagen disorders it is characterized by short stature, platyspondyly and epiphyseal dysplasia. A distinguishing feature is the presence of brachydactyly with a prominent first toe.	An autosomal dominant condition caused by mutation(s) in the COL2A1 gene, encoding collagen alpha-1(II) chain. It is characterized by short stature, pugilistic facies, midface hypoplasia, spondyloepiphyseal dysplasia, kyphosis, short ulna, and absent styloid process. Mutation(s) in the same gene are responsible for Kniest dysplasia.
MONDO:0017686	definition	An inherited metabolic disease that is has its basis in the disruption of aminoacylase activity.	An acquired metabolic disease that is has its basis in the disruption of aminoacylase activity.
MONDO:0010086	definition	OBSOLETE. Sudden infant death syndrome (SIDS) is the unexpected, sudden death of a child under age 1 which cannot be explained after a thorough investigation is conducted. Infants who are affected by the condition generally appear healthy with no suspicious signs and symptoms prior to the incident. It is the leading cause of death in infants age 1 to 12 months old. The exact underlying cause of SIDS is unknown; however, scientists suspect that it is likely a multifactorial condition (associated with the effects of multiple genes in combination with lifestyle and environmental factors). Although there is no guaranteed way to prevent SIDS, the American Academy of Pediatrics has a published list of recommendationsfor risk reduction. Please click on the link to access this resource.	Sudden infant death syndrome (SIDS) is the unexpected, sudden death of a child under age 1 which cannot be explained after a thorough investigation is conducted. Infants who are affected by the condition generally appear healthy with no suspicious signs and symptoms prior to the incident. It is the leading cause of death in infants age 1 to 12 months old. The exact underlying cause of SIDS is unknown; however, scientists suspect that it is likely a multifactorial condition (associated with the effects of multiple genes in combination with lifestyle and environmental factors). Although there is no guaranteed way to prevent SIDS, the American Academy of Pediatrics has a published list of recommendationsfor risk reduction. Please click on the link to access this resource.
MONDO:0010092	definition	Filippi syndrome is characterized by microcephaly, cutaneous syndactyly of the fingers and toes, intellectual deficit, growth retardation and a characteristic facies (high and broad nasal bridge, thin alae nasi, micrognathia and a high frontal hairline). So far, less than 25 cases have been reported. Cryptorchidism, polydactyly, and teeth and hair anomalies may also be present. Transmission is autosomal recessive.	Filippi syndrome is characterised by microcephaly, cutaneous syndactyly of the fingers and toes, intellectual deficit, growth retardation and a characteristic facies (high and broad nasal bridge, thin alae nasi, micrognathia and a high frontal hairline). So far, less than 25 cases have been reported. Cryptorchidism, polydactyly, and teeth and hair anomalies may also be present. Transmission is autosomal recessive.
MONDO:0010102	definition	This syndrome is characterized by congenital absence of the teeth, and sparse or absent hair. Taurodontia is also present in the majority of cases. The syndrome has been described in less than 15 patients from different families.	This syndrome is characterised by congenital absence of the teeth, and sparse or absent hair. Taurodontia is also present in the majority of cases. The syndrome has been described in less than 15 patients from different families.
MONDO:0010111	definition	Odontotrichomelic syndrome is characterized by malformations of all four extremities, hypoplastic nails, ear anomalies, hypotrichosis, abnormal dentition, hyperhidrosis and nasolacrimal duct obstruction. So far, it has been described in less than 10 patients. Transmission is autosomal recessive.	Odontotrichomelic syndrome is characterised by malformations of all four extremities, hypoplastic nails, ear anomalies, hypotrichosis, abnormal dentition, hyperhidrosis and nasolacrimal duct obstruction. So far, it has been described in less than 10 patients. Transmission is autosomal recessive.
MONDO:0010123	definition	An exceedingly rare, autosomal recessive immune disease characterized by thumb aplasia, short stature with skeletal abnormalities, and combined immunodeficiency described in three sibships from two possibly related families. The skeletal abnormalities included unfused olecranon and the immunodeficiency manifested with severe chickenpox and chronic candidiasis. No new cases have been reported since 1978.	Absent thumb-short stature-immunodeficiency is an exceedingly rare, autosomal recessive immune disease characterized by thumb aplasia, short stature with skeletal abnormalities, and combined immunodeficiency described in three sibships from two possibly related families. The skeletal abnormalities included unfused olecranon and the immunodeficiency manifested with severe chickenpox and chronic candidiasis. No new cases have been reported since 1978.
MONDO:0010129	definition	This syndrome is characterized by intrauterine growth retardation, renal dysgenesis and a unilobed or absent thymus.	This syndrome is characterised by intrauterine growth retardation, renal dysgenesis and a unilobed or absent thymus.
MONDO:0019856	definition	OBSOLETE. Primary congenital hypothyroidism without thyroid developmental anomaly is a type of primary congenital hypothyroidism in which the thyroid gland is anatomically normal.	Primary congenital hypothyroidism without thyroid developmental anomaly is a type of primary congenital hypothyroidism in which the thyroid gland is anatomically normal.
MONDO:0010143	definition		Restrictive dermopathy (RD) is a neonatal lethal genetic disease characterized by very tight and thin skin with erosions and scaling, associated to a typical facial dysmorphism, arthrogryposis multiplex, fetal akinesia or hypokinesia deformation sequence (FADS) and pulmonary hypoplasia without neurological abnormalities.
MONDO:0010162	definition	Tyrosinemia type 3 is an inborn error of tyrosine metabolism characterized by mild hypertyrosinemia and increased urinary excretion of 4-hydroxyphenylpyruvate, 4-hydroxyphenyllactate and 4-hydroxyphenylacetate.	Tyrosinemia type 3 is an inborn error of tyrosine metabolism characterised by mild hypertyrosinemia and increased urinary excretion of 4-hydroxyphenylpyruvate, 4-hydroxyphenyllactate and 4-hydroxyphenylacetate.
MONDO:0010177	definition	A syndrome characterized by progressive hyalinosis involving capillaries and often arterioles and small veins of the digestive tract, kidneys, and idiopathic cerebral calcifications. It has been described in three sisters born to non-consanguineous parents. All three patients also had poikilodermia and graying hair, as well as severe diarrhea, rectal bleeding, malabsorption and subarachnoid hemorrhage.	A syndrome characterized by progressive hyalinosis involving capillaries and often arterioles and small veins of the digestive tract, kidneys, and idiopathic cerebral calcifications. It has been described in three sisters born to non-consanguineous parents. All three patients also had poikilodermia and greying hair, as well as severe diarrhoea, rectal bleeding, malabsorption and subarachnoid hemorrhage.
MONDO:0010180	definition	Autosomal recessive spondylocostal dysostosis (ARSD) is a rare condition of variable severity associated with vertebral and rib segmentation defects and characterized by a short neck with limited mobility, winged scapulae, a short trunk, and short stature with multiple vertebral anomalies at all levels of the spine.	Autosomal recessive spondylocostal dysostosis (ARSD) is a rare condition of variable severity associated with vertebral and rib segmentation defects and characterised by a short neck with limited mobility, winged scapulae, a short trunk, and short stature with multiple vertebral anomalies at all levels of the spine.
MONDO:0016826	definition	An inborn error of vitamin B12 (cobalamin) metabolism characterized by megaloblastic anemia, lethargy, failure to thrive, developmental delay, intellectual deficit and seizures. There are four complementation classes of cobalamin defects (cblC, cblD, cblF and cblJ) that are responsible for methylmalonic acidemia - homocystinuria (methylmalonic acidemia - homocystinuria cblC, cblD cblF and cblJ).	Methylmalonic acidemia with homocystinuria is an inborn error of vitamin B12 (cobalamin) metabolism characterized by megaloblastic anemia, lethargy, failure to thrive, developmental delay, intellectual deficit and seizures. There are four complementation classes of cobalamin defects (cblC, cblD, cblF and cblJ) that are responsible for methylmalonic acidemia - homocystinuria (methylmalonic acidemia - homocystinuria cblC, cblD cblF and cblJ).
MONDO:0010196	definition	A rare inherited syndrome characterized by premature aging with onset in the third decade of life and with cardinal clinical features including bilateral cataracts, short stature, graying and thinning of scalp hair, characteristic skin disorders and premature onset of additional age-related disorders.	Werner syndrome (WS) is a rare inherited syndrome characterized by premature aging with onset in the third decade of life and with cardinal clinical features including bilateral cataracts, short stature, graying and thinning of scalp hair, characteristic skin disorders and premature onset of additional age-related disorders.
MONDO:0010200	definition	A very rare inherited multisystemic disease presenting non-specific neurological, hepatic, psychiatric or osseo-muscular manifestations due to excessive copper deposition in the body.	Wilson disease is a very rare inherited multisystemic disease presenting non-specific neurological, hepatic, psychiatric or osseo-muscular manifestations due to excessive copper deposition in the body.
MONDO:0010208	definition	A type of cutis laxa that is characterized by wrinkling of the skin of the dorsum of the hands and feet, an increased number of palmar and plantar creases, wrinkled abdominal skin, multiple skeletal abnormalities (joint laxity and congenital hip dislocation), late closing of the anterior fontanel, microcephaly, pre- and postnatal growth retardation, developmental delay and facial dysmorphism (a broad nasal bridge, downslanting palpebral fissures and hypertelorism).	Wrinkly skin syndrome (WSS) is characterized by wrinkling of the skin of the dorsum of the hands and feet, an increased number of palmar and plantar creases, wrinkled abdominal skin, multiple skeletal abnormalities (joint laxity and congenital hip dislocation), late closing of the anterior fontanel, microcephaly, pre- and postnatal growth retardation, developmental delay and facial dysmorphism (a broad nasal bridge, downslanting palpebral fissures and hypertelorism).
MONDO:0010220	definition	Young syndrome is characterized by the association of obstructive azoospermia with recurrent sinobronchial infections.	Young syndrome is characterised by the association of obstructive azoospermia with recurrent sinobronchial infections.
MONDO:0010622	definition	A genodermatosis belonging to the Mendelian Disorders of Cornification (MeDOC) and characterized by generalized hyperkeratosis and scaling of the skin.	Recessive X-linked ichthyosis (RXLI) is a genodermatosis belonging to the Mendelian Disorders of Cornification (MeDOC) and characterized by generalized hyperkeratosis and scaling of the skin.
MONDO:0010237	definition	X-linked intellectual disability-plagiocephaly syndrome is characterized by severe intellectual deficit, brachycephaly, plagiocephaly, prominent forehead and coarse facial features. It has been described in two males from one family. Two females belonging to the same family displayed moderate intellectual deficit but no craniofacial dysmorphism.	X-linked intellectual disability-plagiocephaly syndrome is characterised by severe intellectual deficit, brachycephaly, plagiocephaly, prominent forehead and coarse facial features. It has been described in two males from one family. Two females belonging to the same family displayed moderate intellectual deficit but no craniofacial dysmorphism.
MONDO:0010239	definition	Type 1 lissencephaly due to doublecortin (DCX) gene mutations is a semi-dominant X-linked disease characterized by intellectual deficiency and seizures that are more severe in male patients.	Type 1 lissencephaly due to doublecortin (DCX) gene mutations is a semi-dominant X-linked disease characterised by intellectual deficiency and seizures that are more severe in male patients.
MONDO:0010258	definition	MEHMO syndrome is characterized by severe intellectual deficit, epilepsy, microcephaly, hypogenitalism, and obesity. Growth delay and diabetes are also present. To date, it has been described in seven boys, all of whom died within the first two years of life. The causative gene has been localized to the 21.1-22.13p region of the X chromosome and the syndrome appears to result from mitochondrial dysfunction.	MEHMO syndrome is characterised by severe intellectual deficit, epilepsy, microcephaly, hypogenitalism, and obesity. Growth delay and diabetes are also present. To date, it has been described in seven boys, all of whom died within the first two years of life. The causative gene has been localised to the 21.1-22.13p region of the X chromosome and the syndrome appears to result from mitochondrial dysfunction.
MONDO:0018924	definition	A very rare X-linked inherited form of syndromic microphthalmia characterized by unilateral or bilateral microphthalmia (and/or clinical anophthalmia) with or without coloboma in addition to a range of extraocular manifestations such as microcephaly, malformed ears, dental abnormalities (i.e. irregular shape of incisors), skeletal anomalies (duplicated thumbs, syndactyly, clinodactyly, camptodactyly), urogenital anomalies (hypospadias, cryptorchidism, renal dysgenesis, hydroureter) and mild to severe intellectual disability. It is allelic to two disorders: oculofaciocardiodental syndrome and premature aging appearance-developmental delay-cardiac arrhythmia syndrome.	Lenz microphthalmia syndrome is a very rare X-linked inherited form of syndromic microphthalmia characterized by unilateral or bilateral microphthalmia (and/or clinical anophthalmia) with or without coloboma in addition to a range of extraocular manifestations such as microcephaly, malformed ears, dental abnormalities (i.e. irregular shape of incisors), skeletal anomalies (duplicated thumbs, syndactyly, clinodactyly, camptodactyly), urogenital anomalies (hypospadias, cryptorchidism, renal dysgenesis, hydroureter) and mild to severe intellectual disability. It is allelic to two disorders: oculofaciocardiodental syndrome and premature aging appearance-developmental delay-cardiac arrhythmia syndrome.
MONDO:0010683	definition	A rare X-linked congenital myopathy characterized by numerous centrally placed nuclei on muscle biopsy and that presents at birth with marked weakness, hypotonia and respiratory failure.	X-linked myotubular myopathy (XLMTM) is an inherited neuromuscular disorder defined by numerous centrally placed nuclei on muscle biopsy and clinical features of a congenital myopathy.
